check type,description,command,count,exact,status,diagnostic,uid,objective,org-name,repo-name,file-name,amount_correct,percentage_score,report_time,fragment,path,language,tag
Command,Pass the linting checks run by mypy,cd fibonaccicreator && poetry run task mypy,,,false,"fibonaccicreator/fibonacci.py:13: error: Name ""List"" is not defined	     fibonaccicreator/fibonacci.py:13: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import List"")	     fibonaccicreator/fibonacci.py:23: error: Name ""Tuple"" is not defined	     fibonaccicreator/fibonacci.py:23: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import Tuple"")	     fibonaccicreator/fibonacci.py:35: error: Name ""Tuple"" is not defined	     fibonaccicreator/fibonacci.py:35: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import Tuple"")	     fibonaccicreator/fibonacci.py:50: error: Name ""List"" is not defined	     fibonaccicreator/fibonacci.py:50: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import List"")	     Found 4 errors in 1 file (checked 3 source files)",33x/IdA+veSNbwwV+sZAeg==,lint,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,,,,
Command,Pass the linting checks run by pylint,cd contactsearcher && poetry run task pylint,,,false,************* Module contactsearcher.search	     contactsearcher/search.py:8:31: W0613: Unused argument 'job_description' (unused-argument)	     contactsearcher/search.py:8:53: W0613: Unused argument 'contacts' (unused-argument)	     	     -----------------------------------	     Your code has been rated at 9.55/10,cZdEgIWQoeIofDdrYH/Afg==,,allegheny-college-sandbox,content-search-Yanqiao4396,hello-action-20230629-00,14,54,,,,,
Command,Pass the linting checks run by pylint,cd fibonaccicreator && poetry run task pylint,,,false,************* Module fibonaccicreator.fibonacci	     fibonaccicreator/fibonacci.py:13:28: W0613: Unused argument 'number' (unused-argument)	     fibonaccicreator/fibonacci.py:23:29: W0613: Unused argument 'number' (unused-argument)	     fibonaccicreator/fibonacci.py:35:29: W0613: Unused argument 'number' (unused-argument)	     fibonaccicreator/fibonacci.py:50:28: W0613: Unused argument 'number' (unused-argument)	     	     -----------------------------------	     Your code has been rated at 9.55/10,b6vKWo8XetQV73efl+7ZIA==,lint,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,,,,
Command,Pass the linting checks run by mypy,cd fibonaccicreator && poetry run task mypy,,,false,"fibonaccicreator/fibonacci.py:13: error: Name ""List"" is not defined	     fibonaccicreator/fibonacci.py:13: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import List"")	     fibonaccicreator/fibonacci.py:23: error: Name ""Tuple"" is not defined	     fibonaccicreator/fibonacci.py:23: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import Tuple"")	     fibonaccicreator/fibonacci.py:35: error: Name ""Tuple"" is not defined	     fibonaccicreator/fibonacci.py:35: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import Tuple"")	     fibonaccicreator/fibonacci.py:50: error: Name ""List"" is not defined	     fibonaccicreator/fibonacci.py:50: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import List"")	     Found 4 errors in 1 file (checked 3 source files)",p5K7+j/WnpdDSeiVoM6iFA==,lint,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22,24,53,2023-07-07 14:38:25,,,,
Command,Pass the linting checks run by pylint,cd fibonaccicreator && poetry run task pylint,,,false,************* Module fibonaccicreator.fibonacci	     fibonaccicreator/fibonacci.py:13:28: W0613: Unused argument 'number' (unused-argument)	     fibonaccicreator/fibonacci.py:23:29: W0613: Unused argument 'number' (unused-argument)	     fibonaccicreator/fibonacci.py:35:29: W0613: Unused argument 'number' (unused-argument)	     fibonaccicreator/fibonacci.py:50:28: W0613: Unused argument 'number' (unused-argument)	     	     -----------------------------------	     Your code has been rated at 9.55/10,33x/IdA+veSNbwwV+sZAeg==,lint,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,,,,
Command,Pass the linting checks run by pymarkdown,cd contactsearcher && poetry run task markdownlint,,,false,"../README.md:2:1: MD012: Multiple consecutive blank lines [Expected: 1, Actual: 2] (no-multiple-blanks)",cZdEgIWQoeIofDdrYH/Afg==,,allegheny-college-sandbox,content-search-Yanqiao4396,hello-action-20230629-00,14,54,,,,,
Command,Run the fibonaccicreator program and ensure that it does not crash with iterative tuple,cd fibonaccicreator && poetry run fibonaccicreator --number 1000 --approach iterativetuple,,,false,"Traceback (most recent call last):	       File ""<string>"", line 1, in <module>	       File ""/opt/hostedtoolcache/Python/3.10.12/x64/lib/python3.10/importlib/__init__.py"", line 126, in import_module	         return _bootstrap._gcd_import(name[level:], package, level)	       File ""<frozen importlib._bootstrap>"", line 1050, in _gcd_import	       File ""<frozen importlib._bootstrap>"", line 1027, in _find_and_load	       File ""<frozen importlib._bootstrap>"", line 1006, in _find_and_load_unlocked	       File ""<frozen importlib._bootstrap>"", line 688, in _load_unlocked	       File ""<frozen importlib._bootstrap_external>"", line 883, in exec_module	       File ""<frozen importlib._bootstrap>"", line 241, in _call_with_frames_removed	       File ""/home/runner/work/fibonacci-algorithms-Yanqiao4396/fibonacci-algorithms-Yanqiao4396/fibonaccicreator/fibonaccicreator/main.py"", line 13, in <module>	         from fibonaccicreator import fibonacci	       File ""/home/runner/work/fibonacci-algorithms-Yanqiao4396/fibonacci-algorithms-Yanqiao4396/fibonaccicreator/fibonaccicreator/fibonacci.py"", line 13, in <module>	         def fibonacci_recursivelist(number: int) -> List[int]:	     NameError: name 'List' is not defined. Did you mean: 'list'?",wC69ew7NwVXVb1dj2hr23w==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-03-58,26,58,2023-07-08 19:58:27,,,,
Command,Pass the linting checks run by mypy,cd fibonaccicreator && poetry run task mypy,,,false,"fibonaccicreator/fibonacci.py:13: error: Name ""List"" is not defined	     fibonaccicreator/fibonacci.py:13: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import List"")	     fibonaccicreator/fibonacci.py:23: error: Name ""Tuple"" is not defined	     fibonaccicreator/fibonacci.py:23: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import Tuple"")	     fibonaccicreator/fibonacci.py:35: error: Name ""Tuple"" is not defined	     fibonaccicreator/fibonacci.py:35: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import Tuple"")	     fibonaccicreator/fibonacci.py:50: error: Name ""List"" is not defined	     fibonaccicreator/fibonacci.py:50: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import List"")	     Found 4 errors in 1 file (checked 3 source files)",b6vKWo8XetQV73efl+7ZIA==,lint,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,,,,
Command,Run the fibonaccicreator program and ensure that it does not crash with iterative list,cd fibonaccicreator && poetry run fibonaccicreator --number 1000 --approach iterativelist,,,false,"Traceback (most recent call last):	       File ""<string>"", line 1, in <module>	       File ""/opt/hostedtoolcache/Python/3.10.12/x64/lib/python3.10/importlib/__init__.py"", line 126, in import_module	         return _bootstrap._gcd_import(name[level:], package, level)	       File ""<frozen importlib._bootstrap>"", line 1050, in _gcd_import	       File ""<frozen importlib._bootstrap>"", line 1027, in _find_and_load	       File ""<frozen importlib._bootstrap>"", line 1006, in _find_and_load_unlocked	       File ""<frozen importlib._bootstrap>"", line 688, in _load_unlocked	       File ""<frozen importlib._bootstrap_external>"", line 883, in exec_module	       File ""<frozen importlib._bootstrap>"", line 241, in _call_with_frames_removed	       File ""/home/runner/work/fibonacci-algorithms-Yanqiao4396/fibonacci-algorithms-Yanqiao4396/fibonaccicreator/fibonaccicreator/main.py"", line 22, in <module>	         from fibonaccicreator import fibonacci	       File ""/home/runner/work/fibonacci-algorithms-Yanqiao4396/fibonacci-algorithms-Yanqiao4396/fibonaccicreator/fibonaccicreator/fibonacci.py"", line 13, in <module>	         def fibonacci_recursivelist(number: int) -> List[int]:	     NameError: name 'List' is not defined. Did you mean: 'list'?",b6vKWo8XetQV73efl+7ZIA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,,,,
Command,Pass the import checks run by isort,cd fibonaccicreator && poetry run task isort,,,false,ERROR: /home/runner/work/fibonacci-algorithms-Yanqiao4396/fibonacci-algorithms-Yanqiao4396/fibonaccicreator/fibonaccicreator/main.py Imports are incorrectly sorted and/or formatted.	     ERROR: /home/runner/work/fibonacci-algorithms-Yanqiao4396/fibonacci-algorithms-Yanqiao4396/fibonaccicreator/tests/test_fibonacci.py Imports are incorrectly sorted and/or formatted.,33x/IdA+veSNbwwV+sZAeg==,lint,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,,,,
Command,Pass the linting checks run by mypy,cd contactsearcher && poetry run task mypy,,,false,"contactsearcher/main.py:8: error: Name ""cli"" is not defined	     contactsearcher/main.py:10: error: Name ""typer"" is not defined	     contactsearcher/main.py:11: error: Name ""Optional"" is not defined	     contactsearcher/main.py:11: note: Did you forget to import it from ""typing""? (Suggestion: ""from typing import Optional"")	     contactsearcher/main.py:11: error: Name ""Path"" is not defined	     contactsearcher/main.py:11: error: Name ""typer"" is not defined	     contactsearcher/main.py:19: error: Name ""typer"" is not defined	     contactsearcher/main.py:20: error: Name ""typer"" is not defined	     contactsearcher/main.py:25: error: Name ""typer"" is not defined	     contactsearcher/main.py:30: error: Name ""typer"" is not defined	     contactsearcher/main.py:32: error: Name ""typer"" is not defined	     contactsearcher/main.py:33: error: Name ""typer"" is not defined	     Found 11 errors in 1 file (checked 5 source files)",cZdEgIWQoeIofDdrYH/Afg==,,allegheny-college-sandbox,content-search-Yanqiao4396,hello-action-20230629-00,14,54,,,,,
Command,Run the fibonaccicreator program and ensure that it does not crash with iterative list,cd fibonaccicreator && poetry run fibonaccicreator --number 1000 --approach iterativelist,,,false,"Traceback (most recent call last):	       File ""<string>"", line 1, in <module>	       File ""/opt/hostedtoolcache/Python/3.10.12/x64/lib/python3.10/importlib/__init__.py"", line 126, in import_module	         return _bootstrap._gcd_import(name[level:], package, level)	       File ""<frozen importlib._bootstrap>"", line 1050, in _gcd_import	       File ""<frozen importlib._bootstrap>"", line 1027, in _find_and_load	       File ""<frozen importlib._bootstrap>"", line 1006, in _find_and_load_unlocked	       File ""<frozen importlib._bootstrap>"", line 688, in _load_unlocked	       File ""<frozen importlib._bootstrap_external>"", line 883, in exec_module	       File ""<frozen importlib._bootstrap>"", line 241, in _call_with_frames_removed	       File ""/home/runner/work/fibonacci-algorithms-Yanqiao4396/fibonacci-algorithms-Yanqiao4396/fibonaccicreator/fibonaccicreator/main.py"", line 13, in <module>	         from fibonaccicreator import fibonacci	       File ""/home/runner/work/fibonacci-algorithms-Yanqiao4396/fibonacci-algorithms-Yanqiao4396/fibonaccicreator/fibonaccicreator/fibonacci.py"", line 13, in <module>	         def fibonacci_recursivelist(number: int) -> List[int]:	     NameError: name 'List' is not defined. Did you mean: 'list'?",wC69ew7NwVXVb1dj2hr23w==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-03-58,26,58,2023-07-08 19:58:27,,,,
Command,Pass the import checks run by isort,cd fibonaccicreator && poetry run task isort,,,false,ERROR: /home/runner/work/fibonacci-algorithms-Yanqiao4396/fibonacci-algorithms-Yanqiao4396/fibonaccicreator/fibonaccicreator/main.py Imports are incorrectly sorted and/or formatted.	     ERROR: /home/runner/work/fibonacci-algorithms-Yanqiao4396/fibonacci-algorithms-Yanqiao4396/fibonaccicreator/tests/test_fibonacci.py Imports are incorrectly sorted and/or formatted.,b6vKWo8XetQV73efl+7ZIA==,lint,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,,,,
MatchFileFragment,Delete the 'Add Your Name Here' prompt in the reflection file,,0,true,false,Found 1 fragment(s) in the reflection.md or the output while expecting exactly 0,mZPZSbWInH7C7NJAM+UA3w==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230629-00,12,55,,Add Your Name Here,,,
MatchFileFragment,Use the append function to add a value to an existing list in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,p5K7+j/WnpdDSeiVoM6iFA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22,24,53,2023-07-07 14:38:25,append(,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Use the append function to add a value to an existing list in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,33x/IdA+veSNbwwV+sZAeg==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,append(,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for test_fibonacci.py",,0,true,false,Found 2 fragment(s) in the test_fibonacci.py or the output while expecting exactly 0,wC69ew7NwVXVb1dj2hr23w==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-03-58,26,58,2023-07-08 19:58:27,TODO,fibonaccicreator/tests/test_fibonacci.py,,
MatchFileFragment,Import the List type annotation from the typing package in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,wC69ew7NwVXVb1dj2hr23w==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-03-58,26,58,2023-07-08 19:58:27,from typing import List,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for main.py",,0,true,false,Found 6 fragment(s) in the main.py or the output while expecting exactly 0,cZdEgIWQoeIofDdrYH/Afg==,,allegheny-college-sandbox,content-search-Yanqiao4396,hello-action-20230629-00,14,54,,TODO,,,
MatchFileFragment,Import the Tuple type annotation from the typing package in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,wC69ew7NwVXVb1dj2hr23w==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-03-58,26,58,2023-07-08 19:58:27,from typing import Tuple,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Return a tuple that only contains the values 0 and 1 inside of it in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,wC69ew7NwVXVb1dj2hr23w==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-03-58,26,58,2023-07-08 19:58:27,"return (0, 1)",fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for review.md",,0,true,false,Found 1 fragment(s) in the review.md or the output while expecting exactly 0,ZoVZb/cfVDFEZusZmwHoZw==,,allegheny-college-sandbox,branch-write-test-Yanqiao4396,insight-20230629-00,5,83,,TODO,,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for review.md",,0,true,false,Found 1 fragment(s) in the review.md or the output while expecting exactly 0,e3xQoIBn3JNKWAA3CFsBDQ==,,allegheny-college-sandbox,branch-write-test-Yanqiao4396,insight-20230628-23,5,83,,TODO,,,
MatchFileFragment,Delete the 'Add Your Name Here' prompt in the reflection file,,0,true,false,Found 1 fragment(s) in the reflection.md or the output while expecting exactly 0,cZdEgIWQoeIofDdrYH/Afg==,,allegheny-college-sandbox,content-search-Yanqiao4396,hello-action-20230629-00,14,54,,Add Your Name Here,,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for test_fibonacci.py",,0,true,false,Found 2 fragment(s) in the test_fibonacci.py or the output while expecting exactly 0,Rc9Hc3YcbAwPRaxiorY2XA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-04-35,42,93,2023-07-08 20:35:26,TODO,fibonaccicreator/tests/test_fibonacci.py,,
MatchFileFragment,Use the += operator to create a new tuple and add contents to it in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,p5K7+j/WnpdDSeiVoM6iFA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22,24,53,2023-07-07 14:38:25,append(,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Import the List type annotation from the typing package in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,33x/IdA+veSNbwwV+sZAeg==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,from typing import List,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Use the += operator to create a new tuple and add contents to it in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,33x/IdA+veSNbwwV+sZAeg==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,append(,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for create-dog-with-dictionary.py",,0,true,false,Found 8 fragment(s) in the create-dog-with-dictionary.py or the output while expecting exactly 0,mZPZSbWInH7C7NJAM+UA3w==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230629-00,12,55,,TODO,,,
MatchFileFragment,Return a tuple that only contains the values 0 and 1 inside of it in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,p5K7+j/WnpdDSeiVoM6iFA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22,24,53,2023-07-07 14:38:25,"return (0, 1)",fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Import the List type annotation from the typing package in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,p5K7+j/WnpdDSeiVoM6iFA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22,24,53,2023-07-07 14:38:25,from typing import List,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Import the Tuple type annotation from the typing package in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,Rc9Hc3YcbAwPRaxiorY2XA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-04-35,42,93,2023-07-08 20:35:26,from typing import Tuple,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Delete the 'Add Your Name Here' prompt in the reflection file,,0,true,false,Found 1 fragment(s) in the reflection.md or the output while expecting exactly 0,nS+BKKonuI3r3x6z9BOXLw==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230707-22,13,59,2023-07-07 14:57:43,Add Your Name Here,writing/reflection.md,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for test_fibonacci.py",,0,true,false,Found 2 fragment(s) in the test_fibonacci.py or the output while expecting exactly 0,33x/IdA+veSNbwwV+sZAeg==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,TODO,fibonaccicreator/tests/test_fibonacci.py,,
MatchFileFragment,Import the Tuple type annotation from the typing package in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,33x/IdA+veSNbwwV+sZAeg==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,from typing import Tuple,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Import the Tuple type annotation from the typing package in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,p5K7+j/WnpdDSeiVoM6iFA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22,24,53,2023-07-07 14:38:25,from typing import Tuple,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Return a tuple that only contains the values 0 and 1 inside of it in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,33x/IdA+veSNbwwV+sZAeg==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22-44,24,53,2023-07-07 14:44:16,"return (0, 1)",fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Use the append function to add a value to an existing list in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,b6vKWo8XetQV73efl+7ZIA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,append(,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for create-dog-with-list.py",,0,true,false,Found 8 fragment(s) in the create-dog-with-list.py or the output while expecting exactly 0,mZPZSbWInH7C7NJAM+UA3w==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230629-00,12,55,,TODO,,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for test_fibonacci.py",,0,true,false,Found 2 fragment(s) in the test_fibonacci.py or the output while expecting exactly 0,2zdwxa4w1RzMTPppmcTgrA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-04-01,41,91,2023-07-08 20:01:28,TODO,fibonaccicreator/tests/test_fibonacci.py,,
MatchFileFragment,Use the append function to add a value to an existing list in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,wC69ew7NwVXVb1dj2hr23w==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-03-58,26,58,2023-07-08 19:58:27,append(,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Use the += operator to create a new tuple and add contents to it in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,wC69ew7NwVXVb1dj2hr23w==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230709-03-58,26,58,2023-07-08 19:58:27,append(,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Import the List type annotation from the typing package in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,b6vKWo8XetQV73efl+7ZIA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,from typing import List,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,Use the += operator to create a new tuple and add contents to it in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,b6vKWo8XetQV73efl+7ZIA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,append(,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for test_fibonacci.py",,0,true,false,Found 2 fragment(s) in the test_fibonacci.py or the output while expecting exactly 0,p5K7+j/WnpdDSeiVoM6iFA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-22,24,53,2023-07-07 14:38:25,TODO,fibonaccicreator/tests/test_fibonacci.py,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for search.py",,0,true,false,Found 7 fragment(s) in the search.py or the output while expecting exactly 0,cZdEgIWQoeIofDdrYH/Afg==,,allegheny-college-sandbox,content-search-Yanqiao4396,hello-action-20230629-00,14,54,,TODO,,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for test_fibonacci.py",,0,true,false,Found 2 fragment(s) in the test_fibonacci.py or the output while expecting exactly 0,b6vKWo8XetQV73efl+7ZIA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,TODO,fibonaccicreator/tests/test_fibonacci.py,,
MatchFileFragment,Return a tuple that only contains the values 0 and 1 inside of it in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,b6vKWo8XetQV73efl+7ZIA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,"return (0, 1)",fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for review.md",,0,true,false,Found 1 fragment(s) in the review.md or the output while expecting exactly 0,inxu6J85kI1o0GMSeSb7NQ==,TODO,allegheny-haunted-classroom,data-abstraction-Yanqiao4396,hello-action-20230707-23,5,83,2023-07-07 15:01:19,TODO,writing/review.md,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for create-dog-with-dictionary.py",,0,true,false,Found 8 fragment(s) in the create-dog-with-dictionary.py or the output while expecting exactly 0,nS+BKKonuI3r3x6z9BOXLw==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230707-22,13,59,2023-07-07 14:57:43,TODO,source/create-dog-with-dictionary.py,,
MatchFileFragment,Import the Tuple type annotation from the typing package in fibonacci.py,,1,false,false,Found 0 fragment(s) in the fibonacci.py or the output while expecting at least 1,b6vKWo8XetQV73efl+7ZIA==,,allegheny-haunted-classroom,fibonacci-algorithms-Yanqiao4396,hello-action-20230707-23-03,24,53,2023-07-07 15:03:46,from typing import Tuple,fibonaccicreator/fibonaccicreator/fibonacci.py,,
MatchFileFragment,"Complete all TODOs, remove the TODO markers, and rewrite comments for review.md",,0,true,false,Found 1 fragment(s) in the review.md or the output while expecting exactly 0,etStjSr28Qe6nwdZLHSAew==,TODO,allegheny-haunted-classroom,data-abstraction-Yanqiao4396,hello-action-20230707-22,5,83,2023-07-07 14:45:35,TODO,writing/review.md,,
CountMultipleLineComments,"Create a sufficient number of docstring (i.e., multiple-line) comments in create-dog-with-dictionary.py",,1,false,false,Found 0 comment(s) in the create-dog-with-dictionary.py or the output,nS+BKKonuI3r3x6z9BOXLw==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230707-22,13,59,2023-07-07 14:57:43,,source/create-dog-with-dictionary.py,Python,
CountMultipleLineComments,"Create a sufficient number of docstring (i.e., multiple-line) comments in create-dog-with-list.py",,1,false,false,Found 0 comment(s) in the create-dog-with-list.py or the output,mZPZSbWInH7C7NJAM+UA3w==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230629-00,12,55,,,,Python,
CountMultipleLineComments,"Create a sufficient number of docstring (i.e., multiple-line) comments in create-dog-with-dictionary.py",,1,false,false,Found 0 comment(s) in the create-dog-with-dictionary.py or the output,mZPZSbWInH7C7NJAM+UA3w==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230629-00,12,55,,,,Python,
CountMultipleLineComments,"Create a sufficient number of docstring (i.e., multiple-line) comments in create-dog-with-list.py",,1,false,false,Found 0 comment(s) in the create-dog-with-list.py or the output,nS+BKKonuI3r3x6z9BOXLw==,,allegheny-haunted-classroom,object-oriented-Yanqiao4396,insight-20230707-22,13,59,2023-07-07 14:57:43,,source/create-dog-with-list.py,Python,
